word,pos
uncle,noun
unclean,adj
uncluttered,adj
uncombed,adj
uncompleted,adj
unconnected,adj
unconsciousness,noun
uncooked,adj
uncoordinated,adj
uncrossed,adj
uncut,adj
undamaged,adj
undecorated,adj
underarm,adj
underclothes,noun
underclothing,noun
underground,adj
underpants,noun
underpass,noun
undersea,adj
undershirt,noun
undersize,adj
undersized,adj
underwear,noun
underweight,adj
underworld,noun
undivided,adj
undressed,adj
uneatable,adj
unequal,adj
uneven,adj
unfastened,adj
unfed,adj
unfrozen,adj
unhealthy,adj
unheated,adj
unicorn,noun
unicycle,noun
unicyclist,noun
uniform,noun
uniformed,adj
uninhabited,adj
uninjured,adj
union,noun
unit,noun
universe,noun
unlighted,adj
unlit,adj
unmarked,adj
unmarried,adj
unmixed,adj
unoccupied,adj
unopened,adj
unpaid,adj
unpainted,adj
unpaved,adj
unpolished,adj
unpolluted,adj
unpopulated,adj
unrepaired,adj
unripe,adj
unruffled,adj
unsalted,adj
unshackled,adj
unshaved,adj
unshelled,adj
unsigned,adj
unsinkable,adj
unsmiling,adj
unsold,adj
unspotted,adj
unstained,adj
unsteady,adj
unstuck,adj
unsupervised,adj
unsweetened,adj
untangled,adj
untidiness,noun
untidy,adj
untouched,adj
untreated,adj
unused,adj
unwashed,adj
unwell,adj
unwrapped,adj
unwrinkled,adj
update,noun
upper,adj
uppermost,adj
upright,adj
uproar,noun
upstroke,noun
upturned,adj
upward,adj
urban,adj
urinal,noun
urination,noun
urine,noun
urn,noun
user,noun
utensil,noun
utter,adj
vacancy,noun
vacant,adj
vacation,noun
vacationer,noun
vaccination,noun
vaccine,noun
vacuum,noun
vagina,noun
valley,noun
vampire,noun
vanilla,noun
vapor,noun
vase,noun
vat,noun
vault,noun
vegetable,noun
vegetarian,noun
veggie,noun
vehicle,noun
veil,noun
vein,noun
velvet,noun
velvety,adj
venom,noun
venomous,adj
ventriloquist,noun
verb,noun
verse,noun
vertical,adj
vessel,noun
vest,noun
vet,noun
veteran,noun
veterinarian,noun
veterinary,adj
vibration,noun
victim,noun
victory,noun
video,noun
videocassette,noun
videotape,noun
view,noun
viewer,noun
viewfinder,noun
viewing,noun
vigil,noun
village,noun
villager,noun
villain,noun
vine,noun
vinegar,noun
violence,noun
violent,adj
violin,noun
violinist,noun
viper,noun
virus,noun
visible,adj
vision,noun
visitor,noun
visor,noun
visual,adj
vitamin,noun
vocabulary,noun
vocal,adj
voice,noun
volcanic,adj
volcano,noun
volleyball,noun
volume,noun
voter,noun
vowel,noun
voyage,noun
vulture,noun
wad,noun
wafer,noun
waffle,noun
wages,noun
wagon,noun
waist,noun
waistband,noun
waistline,noun
waiter,noun
waitress,noun
wakeful,adj
walkway,noun
wall,noun
wallboard,noun
wallet,noun
wallpaper,noun
walnut,noun
walrus,noun
wand,noun
wanderer,noun
war,noun
wardrobe,noun
warehouse,noun
warfare,noun
warlock,noun
warm,adj
warmth,noun
warning,noun
warp,noun
warped,adj
warplane,noun
warrior,noun
wart,noun
warthog,noun
wartime,noun
warty,adj
washable,adj
washbasin,noun
washboard,noun
washbowl,noun
washcloth,noun
washday,noun
washer,noun
washerwoman,noun
washrag,noun
washroom,noun
washtub,noun
wasp,noun
wastebasket,noun
watchband,noun
watchdog,noun
watcher,noun
watchmaker,noun
watchtower,noun
water,noun
watercolor,noun
waterfall,noun
waterfront,noun
watermelon,noun
waterproof,adj
waterspout,noun
waterway,noun
waterwheel,noun
waterworks,noun
watery,adj
wattage,noun
wave,noun
wavy,adj
wax,noun
waxed,adj
waxy,adj
weak,adj
weakling,noun
weakness,noun
wealth,noun
wealthy,adj
weapon,noun
wearable,adj
wearer,noun
weary,adj
weasel,noun
weather,noun
weatherman,noun
web,noun
webbed,adj
wedded,adj
wedding,noun
wedge,noun
wee,adj
weed,noun
weeds,noun
week,noun
weekday,noun
weekend,noun
weekly,adj
weeknight,noun
weenie,noun
weepy,adj
weight,noun
weightless,adj
weightlessness,noun
weightlifter,noun
weirdo,noun
welder,noun
welt,noun
werewolf,noun
west,noun
western,adj
westerner,noun
westernmost,adj
wet,adj
wetness,noun
whale,noun
whaleboat,noun
whalebone,noun
wheat,noun
wheel,noun
wheelbarrow,noun
wheelchair,noun
whiff,noun
whimper,noun
whiner,noun
whinny,noun
whippersnapper,noun
whirl,noun
whirlpool,noun
whisker,noun
whiskered,adj
whiskers,noun
whiskey,noun
whisperer,noun
whistle,noun
whistling,noun
white,adj
whiteness,noun
whiteout,noun
whitish,adj
whittler,noun
whole,adj
whopper,noun
wicker,noun
wide,adj
widow,noun
widower,noun
width,noun
wiener,noun
wife,noun
wig,noun
wiggler,noun
wigwam,noun
wildcat,noun
wilderness,noun
wildfire,noun
wildflower,noun
wildlife,noun
willow,noun
wimp,noun
wind,noun
windblown,adj
windbreak,noun
windbreaker,noun
windburn,noun
windless,adj
windmill,noun
window,noun
windowpane,noun
windowsill,noun
windpipe,noun
windshield,noun
windstorm,noun
windy,adj
wine,noun
wineglass,noun
wing,noun
winged,adj
wingless,adj
wingspan,noun
wink,noun
winker,noun
winner,noun
winnings,noun
winter,noun
wintergreen,noun
wintertime,noun
wintery,adj
wintry,adj
wipeout,noun
wiper,noun
wire,noun
wiring,noun
wiry,adj
wisecrack,noun
wishbone,noun
wisp,noun
witch,noun
witchcraft,noun
witness,noun
wiz,noun
wizard,noun
wizardry,noun
wobbly,adj
wolf,noun
woman,noun
womanish,adj
womanlike,adj
womb,noun
wood,noun
woodcarver,noun
woodchuck,noun
woodcutter,noun
wooded,adj
wooden,adj
woodland,noun
woodpecker,noun
woodpile,noun
woods,noun
woodshed,noun
woodsman,noun
woodsy,adj
woodwind,noun
woodworking,noun
wool,noun
woolen,adj
woozy,adj
word,noun
workbench,noun
workbook,noun
workbox,noun
workday,noun
worker,noun
workings,noun
workman,noun
workout,noun
workroom,noun
worksheet,noun
workshop,noun
workspace,noun
world,noun
worm,noun
wormy,adj
worrier,noun
worrywart,noun
worshipper,noun
wound,noun
wrapper,noun
wreath,noun
wreck,noun
wreckage,noun
wrench,noun
wrestler,noun
wrestling,noun
wrinkle,noun
wrinkled,adj
wrinkly,adj
wrist,noun
wristband,noun
wristwatch,noun
writer,noun
wrongdoer,noun
xylophone,noun
yak,noun
yard,noun
yardstick,noun
yarn,noun
yawner,noun
year,noun
yeast,noun
yellow,adj
yellowness,noun
yelp,noun
yodel,noun
yogurt,noun
yoke,noun
yolk,noun
young,adj
youngster,noun
youth,noun
youthful,adj
yummy,adj
zebra,noun
zesty,adj
zigzag,noun
zipper,noun
zodiac,noun
zombie,noun
zone,noun
zoo,noun
zucchini,noun
